s_no,financial_year,insurer,product_name,type_of_product,uin,date_of_approval,document_url,document_filename,local_file_path,r2_url,archive_status,scraped_at
GEN1124,2016-2017,Kotak Mahindra General Insurance Company Limited,Kotak Long Term Two Wheeler Secure,,IRDAN152P0008V01201617,31-10-2016,https://irdai.gov.in/documents/37343/993134/80_GEN1124.pdf/96ee49d9-7dfd-6cf3-65e4-83cf52b2a014?version=1.1&t=1668767277228&download=true,80_GEN1124.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152P0008V01201617_Kotak-Long-Term-Two-Wheeler-Secure.pdf,Non-Archived,2025-12-01T02:58:32.974971
GEN1125,2016-2017,Kotak Mahindra General Insurance Co. Ltd,Kotak Home Secure,,IRDAN152P0010V01201617,27-03-2017,https://irdai.gov.in/documents/37343/993134/81..Kotak+Home+secure+Policy+Wording1.zip_GEN1125.zip/64c0af99-f653-1ecd-8023-8c83472d0a2a?version=1.1&t=1668767358385&download=true,81..Kotak Home secure Policy Wording1.zip_GEN1125.zip,,https://insurance-data.r2.dev/nonlife/2016-2017/Kotak-Mahindra-General-Insurance-Co.-Ltd/IRDAN152P0010V01201617_Kotak-Home-Secure.pdf,Non-Archived,2025-12-01T02:58:32.975084
GEN1126,2016-2017,Liberty Videocon General Insurance Company Limited,Liberty safe Container Insurance,,IRDAN150P0001V01201617,07-10-2016,https://irdai.gov.in/documents/37343/993134/82_GEN1126.pdf/2f4e9758-4daf-4dd5-bd2d-113abb0ffa47?version=1.1&t=1668767445574&download=true,82_GEN1126.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Liberty-Videocon-General-Insurance-Company-Limited/IRDAN150P0001V01201617_Liberty-safe-Container-Insurance.pdf,Non-Archived,2025-12-01T02:58:32.975197
GEN1127,2016-2017,Liberty Videocon General Insurance Company Limited,Commercial Vehicle Package policy- Add on - GAP Value cover,,IRDAN150A0002V01201617,01-11-2016,https://irdai.gov.in/documents/37343/993134/83-88_GEN1127.pdf/2fcfc773-381a-52c9-764c-c01504b5eaf7?version=1.1&t=1668767534087&download=true,83-88_GEN1127.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Liberty-Videocon-General-Insurance-Company-Limited/IRDAN150A0002V01201617_Commercial-Vehicle-Package-policy-Add-on-GAP-Value-cover.pdf,Non-Archived,2025-12-01T02:58:32.975326
GEN1128,2016-2017,Liberty Videocon General Insurance Company Limited,Commercial Vehicle Package policy- Add on - Roadside Assistance Cover,,IRDAN150A0003V01201617,01-11-2016,https://irdai.gov.in/documents/37343/993134/83-88_GEN1128.pdf/e849e88d-14ab-0257-040e-f051e3ac0e2f?version=1.1&t=1668767610121&download=true,83-88_GEN1128.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Liberty-Videocon-General-Insurance-Company-Limited/IRDAN150A0003V01201617_Commercial-Vehicle-Package-policy-Add-on-Roadside-Assistance-Cover.pdf,Non-Archived,2025-12-01T02:58:32.975448
GEN1129,2016-2017,Liberty Videocon General Insurance Company Limited,Commercial Vehicle Package policy- Add on - Engine Safe,,IRDAN150A0004V01201617,01-11-2016,https://irdai.gov.in/documents/37343/993134/83-88_GEN1129.pdf/d4c20d6d-6fe0-549f-99c5-a23f15c2e806?version=1.1&t=1668767719174&download=true,83-88_GEN1129.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Liberty-Videocon-General-Insurance-Company-Limited/IRDAN150A0004V01201617_Commercial-Vehicle-Package-policy-Add-on-Engine-Safe.pdf,Non-Archived,2025-12-01T02:58:32.975565
GEN1130,2016-2017,Liberty Videocon General Insurance Company Limited,Commercial Vehicle Package policy- Add on - Daily Allowance Benefit,,IRDAN150A0005V01201617,01-11-2016,https://irdai.gov.in/documents/37343/993134/83-88_GEN1130.pdf/9137f971-bbfc-3864-0ba6-0bec80d61457?version=1.1&t=1668767806983&download=true,83-88_GEN1130.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Liberty-Videocon-General-Insurance-Company-Limited/IRDAN150A0005V01201617_Commercial-Vehicle-Package-policy-Add-on-Daily-Allowance-Benefit.pdf,Non-Archived,2025-12-01T02:58:32.975679
GEN1131,2016-2017,Liberty Videocon General Insurance Company Limited,Commercial Vehicle Package policy- Add on - EMI Protection,,IRDAN150A0006V01201617,01-11-2016,https://irdai.gov.in/documents/37343/993134/83-88_GEN1131.pdf/12bfbee9-e800-2ed9-1c8e-10093f749a90?version=1.1&t=1668767881355&download=true,83-88_GEN1131.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Liberty-Videocon-General-Insurance-Company-Limited/IRDAN150A0006V01201617_Commercial-Vehicle-Package-policy-Add-on-EMI-Protection.pdf,Non-Archived,2025-12-01T02:58:32.975794
GEN1132,2016-2017,Liberty Videocon General Insurance Company Limited,Commercial Vehicle Package policy- Add on - Additional Towing Expenses Reimbursement,,IRDAN150A0007V01201617,01-11-2016,https://irdai.gov.in/documents/37343/993134/83-88_GEN1132.pdf/e7f2e047-ddca-ba67-9643-9d62fb1d5e9c?version=1.1&t=1668767982802&download=true,83-88_GEN1132.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Liberty-Videocon-General-Insurance-Company-Limited/IRDAN150A0007V01201617_Commercial-Vehicle-Package-policy-Add-on-Additional-Towing-Expenses-Reimbursement.pdf,Non-Archived,2025-12-01T02:58:32.975909
GEN1133,2016-2017,Liberty Videocon General Insurance Co. Ltd,Involuntary Betterment-Add on cover under Industrial All Risk Insurance,,IRDAN150A0014V01201617,03-01-2017,https://irdai.gov.in/documents/37343/993134/89.+INVOLUNTARY+BETTERMENT_GEN1133.pdf/30a6c961-9a69-5cf6-1e58-29c2e0ae5e03?version=1.1&t=1668768070426&download=true,89. INVOLUNTARY BETTERMENT_GEN1133.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Liberty-Videocon-General-Insurance-Co.-Ltd/IRDAN150A0014V01201617_Involuntary-Betterment-Add-on-cover-under-Industrial-All-Risk-Insurance.pdf,Non-Archived,2025-12-01T02:58:32.976024
GEN1134,2016-2017,Liberty Videocon General Insurance Co. Ltd,Temporary Repairs -Add on cover under Industrial All Risk Insurance,,IRDAN150A0015V01201617,03-01-2017,https://irdai.gov.in/documents/37343/993134/90.+TEMPORARY+REPAIRS_GEN1134.pdf/b84beed2-ad0b-7fc2-0ac5-a0b343294a88?version=1.1&t=1668768296354&download=true,90. TEMPORARY REPAIRS_GEN1134.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Liberty-Videocon-General-Insurance-Co.-Ltd/IRDAN150A0015V01201617_Temporary-Repairs-Add-on-cover-under-Industrial-All-Risk-Insurance.pdf,Non-Archived,2025-12-01T02:58:32.976137
GEN1135,2016-2017,Liberty Videocon General Insurance Co. Ltd,Non-invalidation clause-Add on cover under Industrial All Risk Insurance,,IRDAN150A0016V01201617,03-01-2017,https://irdai.gov.in/documents/37343/993134/91...NON-INVALIDATION+CLAUSE_GEN1135.pdf/1d09881f-49cf-02a9-267d-778513fb12cb?version=1.1&t=1668768401825&download=true,91...NON-INVALIDATION CLAUSE_GEN1135.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Liberty-Videocon-General-Insurance-Co.-Ltd/IRDAN150A0016V01201617_Non-invalidation-clause-Add-on-cover-under-Industrial-All-Risk-Insurance.pdf,Non-Archived,2025-12-01T02:58:32.976250
GEN1136,2016-2017,Liberty Videocon General Insurance Co. Ltd,Contract Work-Add on cover under Industrial All Risk Insurance,,IRDAN150A0017V01201617,03-01-2017,https://irdai.gov.in/documents/37343/993134/92.+CONTRACT++WORKS_GEN1136.pdf/249b96e0-f6ea-28ca-a14d-8bf951011060?version=1.1&t=1668768470220&download=true,92. CONTRACT  WORKS_GEN1136.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Liberty-Videocon-General-Insurance-Co.-Ltd/IRDAN150A0017V01201617_Contract-Work-Add-on-cover-under-Industrial-All-Risk-Insurance.pdf,Non-Archived,2025-12-01T02:58:32.976383
GEN1137,2016-2017,Liberty Videocon General Insurance Co. Ltd,Claims Preparation Cost-Add on cover under Industrial All Risk Insurance,,IRDAN150A0018V01201617,03-01-2017,https://irdai.gov.in/documents/37343/993134/93.+CLAIM+PREPARATION++COSTS_GEN1137.pdf/189a3e0e-3a41-6e6b-92aa-d333ceb6b180?version=1.1&t=1668768544224&download=true,93. CLAIM PREPARATION  COSTS_GEN1137.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Liberty-Videocon-General-Insurance-Co.-Ltd/IRDAN150A0018V01201617_Claims-Preparation-Cost-Add-on-cover-under-Industrial-All-Risk-Insurance.pdf,Non-Archived,2025-12-01T02:58:32.976501
GEN1138,2016-2017,Liberty Videocon General Insurance Co. Ltd,Capital Additions-Add on cover under Industrial All Risk Insurance,,IRDAN150A0019V01201617,03-01-2017,https://irdai.gov.in/documents/37343/993134/94.+CAPITAL+ADDITIONS+-+NEWLY+ACQUIRED+PROPERTY+-+INTEREST_GEN1138.pdf/a9196536-8830-d79c-3e42-e70eed59757a?version=1.1&t=1668768628628&download=true,94. CAPITAL ADDITIONS - NEWLY ACQUIRED PROPERTY - INTEREST_GEN1138.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Liberty-Videocon-General-Insurance-Co.-Ltd/IRDAN150A0019V01201617_Capital-Additions-Add-on-cover-under-Industrial-All-Risk-Insurance.pdf,Non-Archived,2025-12-01T02:58:32.976615
GEN1139,2016-2017,Liberty Videocon General Insurance Co. Ltd,Brand / trademarks-Add on cover under Industrial All Risk Insurance,,IRDAN150A0020V01201617,03-01-2017,https://irdai.gov.in/documents/37343/993134/95.BRAND++-++TRADEMARKS_GEN1139.pdf/c2eb2d71-c0df-b6a3-36cf-0a81a3b00f1c?version=1.1&t=1668768755482&download=true,95.BRAND  -  TRADEMARKS_GEN1139.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Liberty-Videocon-General-Insurance-Co.-Ltd/IRDAN150A0020V01201617_Brand-trademarks-Add-on-cover-under-Industrial-All-Risk-Insurance.pdf,Non-Archived,2025-12-01T02:58:32.976729
GEN1140,2016-2017,Liberty Videocon General Insurance Co. Ltd,Expediting Costs-Add on cover under Industrial All Risk Insurance,,IRDAN150A0021V01201617,03-01-2017,https://irdai.gov.in/documents/37343/993134/96.+EXPEDITING+COSTS_GEN1140.pdf/8ed5204c-017c-b922-a324-8b2872b25d8a?version=1.1&t=1668768867068&download=true,96. EXPEDITING COSTS_GEN1140.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Liberty-Videocon-General-Insurance-Co.-Ltd/IRDAN150A0021V01201617_Expediting-Costs-Add-on-cover-under-Industrial-All-Risk-Insurance.pdf,Non-Archived,2025-12-01T02:58:32.976841
GEN1141,2016-2017,Liberty Videocon General Insurance Co. Ltd,Startup / Shutdown costs-Add on cover under Industrial All Risk Insurance,,IRDAN150A0022V01201617,03-01-2017,https://irdai.gov.in/documents/37343/993134/97.+START-UP+or+SHUT-DOWN+COST_GEN1141.pdf/9f9fe9f4-cbdc-a6a5-dc1c-d334cb4a1589?version=1.1&t=1668768983708&download=true,97. START-UP or SHUT-DOWN COST_GEN1141.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Liberty-Videocon-General-Insurance-Co.-Ltd/IRDAN150A0022V01201617_Startup-Shutdown-costs-Add-on-cover-under-Industrial-All-Risk-Insurance.pdf,Non-Archived,2025-12-01T02:58:32.976954
GEN1142,2016-2017,Liberty Videocon General Insurance Co. Ltd,Accidental Damage-Add on cover under Industrial All Risk Insurance,,IRDAN150A0023V01201617,03-01-2017,https://irdai.gov.in/documents/37343/993134/98.+ACCIDENTAL+DAMAGE+COVER_GEN1142.pdf/0660343e-eeb6-c7ab-dfed-12ce83207fe3?version=1.1&t=1668769072090&download=true,98. ACCIDENTAL DAMAGE COVER_GEN1142.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Liberty-Videocon-General-Insurance-Co.-Ltd/IRDAN150A0023V01201617_Accidental-Damage-Add-on-cover-under-Industrial-All-Risk-Insurance.pdf,Non-Archived,2025-12-01T02:58:32.977067
GEN1143,2016-2017,Liberty Videocon General Insurance Co. Ltd,New Location-Add on cover under Industrial All Risk Insurance,,IRDAN150A0024V01201617,03-01-2017,https://irdai.gov.in/documents/37343/993134/99.+NEW+LOCATION+COVER_GEN1143.pdf/f980a84e-0411-c3ab-2436-bac098a8119f?version=1.1&t=1668769154030&download=true,99. NEW LOCATION COVER_GEN1143.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Liberty-Videocon-General-Insurance-Co.-Ltd/IRDAN150A0024V01201617_New-Location-Add-on-cover-under-Industrial-All-Risk-Insurance.pdf,Non-Archived,2025-12-01T02:58:32.977180
GEN1144,2016-2017,Liberty Videocon General Insurance Co. Ltd,Additional increase cost of working-Add on cover under Industrial All Risk Insurance,,IRDAN150A0025V01201617,03-01-2017,https://irdai.gov.in/documents/37343/993134/100.+ADDITIONAL++INCREASE++COST++OF++WORKING_GEN1144.pdf/98d1d9f7-89c7-d850-bc45-c861d92f232f?version=1.1&t=1668769286581&download=true,100. ADDITIONAL  INCREASE  COST  OF  WORKING_GEN1144.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Liberty-Videocon-General-Insurance-Co.-Ltd/IRDAN150A0025V01201617_Additional-increase-cost-of-working-Add-on-cover-under-Industrial-All-Risk-Insurance.pdf,Non-Archived,2025-12-01T02:58:32.977297
GEN1145,2016-2017,Liberty Videocon General Insurance Co. Ltd,Obsolete Parts-Add on cover under Industrial All Risk Insurance,,IRDAN150A0026V01201617,03-01-2017,https://irdai.gov.in/documents/37343/993134/101.OBSOLETE+PARTS_GEN1145.pdf/0354356e-7e07-5992-228b-b25a30088325?version=1.1&t=1668769362835&download=true,101.OBSOLETE PARTS_GEN1145.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Liberty-Videocon-General-Insurance-Co.-Ltd/IRDAN150A0026V01201617_Obsolete-Parts-Add-on-cover-under-Industrial-All-Risk-Insurance.pdf,Non-Archived,2025-12-01T02:58:32.977432
GEN1146,2016-2017,Liberty Videocon General Insurance Co. Ltd,Immediate Repairs-Add on cover under Industrial All Risk Insurance,,IRDAN150A0027V01201617,03-01-2017,https://irdai.gov.in/documents/37343/993134/102..+IMMEDIATE+REPAIRS_GEN1146.pdf/aa3ce64a-d61e-340c-11dd-e2947bd542cd?version=1.1&t=1668769452056&download=true,102.. IMMEDIATE REPAIRS_GEN1146.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Liberty-Videocon-General-Insurance-Co.-Ltd/IRDAN150A0027V01201617_Immediate-Repairs-Add-on-cover-under-Industrial-All-Risk-Insurance.pdf,Non-Archived,2025-12-01T02:58:32.977548
GEN1147,2016-2017,Liberty Videocon General Insurance Co. Ltd,Minor Works-Add on cover under Industrial All Risk Insurance,,IRDAN150A0028V01201617,03-01-2017,https://irdai.gov.in/documents/37343/993134/103.+MINOR+WORKS_GEN1147.pdf/6c750eab-7249-2283-a330-493a44867045?version=1.1&t=1668769530255&download=true,103. MINOR WORKS_GEN1147.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Liberty-Videocon-General-Insurance-Co.-Ltd/IRDAN150A0028V01201617_Minor-Works-Add-on-cover-under-Industrial-All-Risk-Insurance.pdf,Non-Archived,2025-12-01T02:58:32.977662
GEN1148,2016-2017,Liberty Videocon General Insurance Co. Ltd,Additional Customs Duty-Add on cover under Industrial All Risk Insurance,,IRDAN150A0029V01201617,03-01-2017,https://irdai.gov.in/documents/37343/993134/104.+ADDITIONAL+CUSTOMS+DUTY_GEN1148.pdf/97d5e19b-942c-2537-af21-c263ced1d18b?version=1.1&t=1668769614789&download=true,104. ADDITIONAL CUSTOMS DUTY_GEN1148.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Liberty-Videocon-General-Insurance-Co.-Ltd/IRDAN150A0029V01201617_Additional-Customs-Duty-Add-on-cover-under-Industrial-All-Risk-Insurance.pdf,Non-Archived,2025-12-01T02:58:32.977775
GEN1149,2016-2017,Liberty Videocon General Insurance Co. Ltd,Sue and labor charges-Add on cover under Industrial All Risk Insurance,,IRDAN150A0030V01201617,03-01-2017,https://irdai.gov.in/documents/37343/993134/105.+SUE+AND+LABOUR+CHARGES_GEN1149.pdf/a3092a19-c932-08a7-ddd7-36e2d83a0aaf?version=1.1&t=1668769742464&download=true,105. SUE AND LABOUR CHARGES_GEN1149.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Liberty-Videocon-General-Insurance-Co.-Ltd/IRDAN150A0030V01201617_Sue-and-labor-charges-Add-on-cover-under-Industrial-All-Risk-Insurance.pdf,Non-Archived,2025-12-01T02:58:32.977888
GEN1150,2016-2017,Liberty Videocon General Insurance Co. Ltd,Errors and Omissions-Add on cover under Industrial All Risk Insurance,,IRDAN150A0031V01201617,03-01-2017,https://irdai.gov.in/documents/37343/993134/106.+ERRORS+AND+OMISSIONS+AND+MISDESCRIPTION+CLAUSE_GEN1150.pdf/1cf0718d-35c7-b36b-9f5a-15ff31f37916?version=1.1&t=1668769820856&download=true,106. ERRORS AND OMISSIONS AND MISDESCRIPTION CLAUSE_GEN1150.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Liberty-Videocon-General-Insurance-Co.-Ltd/IRDAN150A0031V01201617_Errors-and-Omissions-Add-on-cover-under-Industrial-All-Risk-Insurance.pdf,Non-Archived,2025-12-01T02:58:32.978001
GEN943,2015-2016,Bajaj Allianz General insurance Company Limited,Extended Warranty - Revision,,BAL-OT-P15-04-V02-15-16,26-05-2015,https://irdai.gov.in/documents/37343/993134/1_GEN943.pdf/19f69397-4335-9f4c-839e-8f297e4dfae2?version=1.1&t=1668246894764&download=true,1_GEN943.pdf,,https://insurance-data.r2.dev/nonlife/2015-2016/Bajaj-Allianz-General-insurance-Company-Limited/BAL-OT-P15-04-V02-15-16_Extended-Warranty-Revision.pdf,Non-Archived,2025-12-01T02:58:35.654776
GEN944,2015-2016,Bajaj Allianz General insurance Company Limited,Cyber Protect,,BAL-LI-P15-11-V01-15-16,15-06-2015,https://irdai.gov.in/documents/37343/993134/2.zip_GEN944.zip/26630a6d-875a-dffb-4ff8-59fffeccdbd8?version=1.1&t=1668247068393&download=true,2.zip_GEN944.zip,,https://insurance-data.r2.dev/nonlife/2015-2016/Bajaj-Allianz-General-insurance-Company-Limited/BAL-LI-P15-11-V01-15-16_Cyber-Protect.pdf,Non-Archived,2025-12-01T02:58:35.654918
GEN945,2015-2016,Bajaj Allianz General insurance Company Limited,Commercial Crime Insurance Policy,,BAL-LI-P15-16-V01-15-16,17-06-2015,https://irdai.gov.in/documents/37343/993134/3_GEN945.pdf/f250f7d2-0d9b-9ff6-c12c-d0193e3c35f7?version=1.1&t=1668247241110&download=true,3_GEN945.pdf,,https://insurance-data.r2.dev/nonlife/2015-2016/Bajaj-Allianz-General-insurance-Company-Limited/BAL-LI-P15-16-V01-15-16_Commercial-Crime-Insurance-Policy.pdf,Non-Archived,2025-12-01T02:58:35.655040
GEN946,2015-2016,Bajaj Allianz General insurance Company Limited,Bajaj Allianz KVB Suraksha Plus,,BAL-OT-P16-62-V01-15-16,06-01-2016,https://irdai.gov.in/documents/37343/993134/4_GEN946.pdf/0297b622-f3a5-2cdd-8b9b-e854d0f27a4d?version=1.1&t=1668247378821&download=true,4_GEN946.pdf,,https://insurance-data.r2.dev/nonlife/2015-2016/Bajaj-Allianz-General-insurance-Company-Limited/BAL-OT-P16-62-V01-15-16_Bajaj-Allianz-KVB-Suraksha-Plus.pdf,Non-Archived,2025-12-01T02:58:35.655158
GEN947,2015-2016,Bajaj Allianz General insurance Company Limited,Long Term Two Wheeler Package Policy,,BAL-MO-P16-65-V01-15-16,24-02-2016,https://irdai.gov.in/documents/37343/993134/5_GEN947.pdf/b69aff9c-672a-08f6-3033-1bea87080815?version=1.1&t=1668247696345&download=true,5_GEN947.pdf,,https://insurance-data.r2.dev/nonlife/2015-2016/Bajaj-Allianz-General-insurance-Company-Limited/BAL-MO-P16-65-V01-15-16_Long-Term-Two-Wheeler-Package-Policy.pdf,Non-Archived,2025-12-01T02:58:35.655273
GEN948,2015-2016,Bajaj Allianz General insurance Company Limited,Poultry Insurance,,BAL-OT-P16-67-V01-15-16,28-03-2016,https://irdai.gov.in/documents/37343/993134/6_GEN948.pdf/fbedb932-dd3e-55ab-babc-131465448add?version=1.1&t=1668247831218&download=true,6_GEN948.pdf,,https://insurance-data.r2.dev/nonlife/2015-2016/Bajaj-Allianz-General-insurance-Company-Limited/BAL-OT-P16-67-V01-15-16_Poultry-Insurance.pdf,Non-Archived,2025-12-01T02:58:35.655410
GEN949,2015-2016,Bajaj Allianz General insurance Company Limited,Weather Index Plus cover Addon to Weather protect Insurance policy,,BAL-WE-A00-00-30-V01-15-16,06-01-2016,https://irdai.gov.in/documents/37343/993134/7_GEN949.pdf/40e0ff62-1ed0-1d3d-5e82-83f3a7c3bc0c?version=1.1&t=1668247947748&download=true,7_GEN949.pdf,,https://insurance-data.r2.dev/nonlife/2015-2016/Bajaj-Allianz-General-insurance-Company-Limited/BAL-WE-A00-00-30-V01-15-16_Weather-Index-Plus-cover-Addon-to-Weather-protect-Insurance-policy.pdf,Non-Archived,2025-12-01T02:58:35.655527
GEN950,2015-2016,Bajaj Allianz General insurance Company Limited,Two Wheeler Package Policy add on cover – 24X7 Spot Assistance,,BAL-MO-A00-00-34-V01-15-16,30-03-2016,https://irdai.gov.in/documents/37343/993134/8_GEN950.pdf/50519e5b-5bfd-bbdd-c612-0b9f8e524892?version=1.1&t=1668248061460&download=true,8_GEN950.pdf,,https://insurance-data.r2.dev/nonlife/2015-2016/Bajaj-Allianz-General-insurance-Company-Limited/BAL-MO-A00-00-34-V01-15-16_Two-Wheeler-Package-Policy-add-on-cover-–-24X7-Spot-Assistance.pdf,Non-Archived,2025-12-01T02:58:35.655647
GEN951,2015-2016,Bharti Axa General Insurance Company limited,Crop Insurance- yeild based MNAIS,,BXA-AG-P16-29-V01-15-16,24-07-2015,https://irdai.gov.in/documents/37343/993134/9_GEN951.pdf/c8803b3c-8dc9-9a59-2b5f-65b566c241b6?version=1.1&t=1668248230352&download=true,9_GEN951.pdf,,https://insurance-data.r2.dev/nonlife/2015-2016/Bharti-Axa-General-Insurance-Company-limited/BXA-AG-P16-29-V01-15-16_Crop-Insurance-yeild-based-MNAIS.pdf,Non-Archived,2025-12-01T02:58:35.655763
GEN952,2015-2016,Bharti Axa General Insurance Company limited,Weather Insurance Policy,,BXA-WE-P16-30-V01-15-16,24-07-2015,https://irdai.gov.in/documents/37343/993134/10_GEN952.pdf/13ef6ef7-27f9-1c8d-69bc-e12f3a84c002?version=1.1&t=1668248336035&download=true,10_GEN952.pdf,,https://insurance-data.r2.dev/nonlife/2015-2016/Bharti-Axa-General-Insurance-Company-limited/BXA-WE-P16-30-V01-15-16_Weather-Insurance-Policy.pdf,Non-Archived,2025-12-01T02:58:35.655879
GEN953,2015-2016,Bharti Axa General Insurance Company limited,Motor Trade Internal Risk,,BXA-MO-P16-36-V01-15-16,18-09-2015,https://irdai.gov.in/documents/37343/993134/11_GEN953.pdf/53520cf4-974a-72b3-4569-6962d09eedf4?version=1.1&t=1668248425093&download=true,11_GEN953.pdf,,https://insurance-data.r2.dev/nonlife/2015-2016/Bharti-Axa-General-Insurance-Company-limited/BXA-MO-P16-36-V01-15-16_Motor-Trade-Internal-Risk.pdf,Non-Archived,2025-12-01T02:58:35.655992
